what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385404962
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385409267
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385410632
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385423420
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385473598
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385597742
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1272385643792
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385665831
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385702158
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385703492
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385704760
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1272385705948
